"","GEOID","population","female","avg_hhsize","hispanic","black","kids","elderly","education","employed","married","disability","households"
"Block Group 4, Census Tract 111.11, Polk County, Iowa","19153011111",819,356,1.71,0,20,97,159,552,430,471,113,478.947368421053
"Block Group 4, Census Tract 113, Polk County, Iowa","19153011300",5217,2435,2.86,0,138,1773,677,2280,2541,2260,42,1824.12587412587
"Block Group 1, Census Tract 8.01, Polk County, Iowa","19153000801",512,323,2.44,12,0,31,173,209,251,276,39,209.83606557377
"Block Group 1, Census Tract 11, Polk County, Iowa","19153001100",1739,989,4.36,420,891,673,78,104,628,528,230,398.853211009174
"Block Group 2, Census Tract 9, Webster County, Iowa","19187000900",1344,705,2.56,219,190,468,208,192,542,383,170,525
"Block Group 1, Census Tract 6, Webster County, Iowa","19187000600",670,310,2.34,0,257,287,81,53,276,149,78,286.324786324786
"Block Group 4, Census Tract 7, Story County, Iowa","19169000700",659,371,1.63,10,28,0,0,24,334,0,17,404.294478527607
"Block Group 1, Census Tract 7, Story County, Iowa","19169000700",890,299,1.91,94,39,43,67,335,669,265,56,465.968586387435
"Block Group 2, Census Tract 216.03, Pottawattamie County, Iowa","19155021603",1133,612,2.79,29,0,330,199,323,580,638,60,406.093189964158
"Block Group 4, Census Tract 212, Pottawattamie County, Iowa","19155021200",632,343,2.33,36,15,181,97,129,333,195,79,271.244635193133
"Block Group 1, Census Tract 305.01, Pottawattamie County, Iowa","19155030501",888,395,2.67,35,17,259,129,147,386,419,122,332.584269662921
"Block Group 2, Census Tract 311, Pottawattamie County, Iowa","19155031100",883,453,2.32,126,0,268,120,270,429,317,39,380.603448275862
"Block Group 2, Census Tract 217.02, Pottawattamie County, Iowa","19155021702",781,356,2.63,0,0,220,129,123,407,400,46,296.958174904943
"Block Group 1, Census Tract 304.01, Pottawattamie County, Iowa","19155030401",1260,701,2.55,160,0,316,169,211,532,492,202,494.117647058824
"Block Group 4, Census Tract 304.01, Pottawattamie County, Iowa","19155030401",1088,481,2.8,235,0,419,92,93,441,223,81,388.571428571429
"Block Group 2, Census Tract 307, Pottawattamie County, Iowa","19155030700",448,254,3.2,0,0,107,63,52,265,73,86,140
"Block Group 1, Census Tract 309, Pottawattamie County, Iowa","19155030900",479,253,1.77,124,0,101,86,45,174,63,61,270.621468926554
"Block Group 3, Census Tract 805, Fayette County, Iowa","19065080500",429,188,1.88,10,0,65,147,44,162,134,131,228.191489361702
"Block Group 3, Census Tract 4802, Hardin County, Iowa","19083480200",769,461,1.63,32,0,57,304,146,370,245,87,471.779141104295
"Block Group 1, Census Tract 117, Scott County, Iowa","19163011700",1088,570,2.47,0,16,300,117,348,629,329,28,440.485829959514
"Block Group 1, Census Tract 121, Scott County, Iowa","19163012100",1566,814,2.66,207,100,303,186,243,875,679,118,588.721804511278
"Block Group 2, Census Tract 121, Scott County, Iowa","19163012100",1400,717,2.14,130,105,152,262,308,844,348,148,654.205607476635
"Block Group 1, Census Tract 124, Scott County, Iowa","19163012400",1341,634,2.37,124,0,290,267,318,619,556,171,565.822784810127
"Block Group 1, Census Tract 129.02, Scott County, Iowa","19163012902",1552,853,2.69,65,143,376,214,516,666,601,65,576.951672862454
"Block Group 1, Census Tract 130, Scott County, Iowa","19163013000",1033,435,1.86,91,20,118,277,452,637,426,44,555.376344086022
"Block Group 1, Census Tract 133, Scott County, Iowa","19163013300",1171,574,2.44,0,54,201,251,438,672,613,90,479.918032786885
"Block Group 2, Census Tract 113, Scott County, Iowa","19163011300",370,181,3.14,0,34,126,8,65,119,181,36,117.834394904459
"Block Group 2, Census Tract 136, Scott County, Iowa","19163013600",1233,766,2.72,35,79,356,146,355,687,516,105,453.308823529412
"Block Group 2, Census Tract 101.02, Scott County, Iowa","19163010102",899,392,2.77,0,0,266,78,218,501,413,39,324.548736462094
"Block Group 4, Census Tract 101.02, Scott County, Iowa","19163010102",1651,856,2.61,14,161,467,393,656,784,955,64,632.567049808429
"Block Group 2, Census Tract 102.01, Scott County, Iowa","19163010201",2390,1265,2.99,152,38,790,234,696,1376,1270,191,799.33110367893
"Block Group 1, Census Tract 102.02, Scott County, Iowa","19163010202",1278,690,3.15,0,85,453,102,397,702,658,58,405.714285714286
"Block Group 2, Census Tract 114, Scott County, Iowa","19163011400",623,306,2.19,91,163,123,39,153,305,147,79,284.474885844749
"Block Group 1, Census Tract 122, Scott County, Iowa","19163012200",1142,504,2.82,212,0,291,95,182,527,414,121,404.964539007092
"Block Group 1, Census Tract 125.02, Scott County, Iowa","19163012502",2272,1151,2.29,122,6,400,515,533,1029,955,201,992.139737991266
"Block Group 2, Census Tract 9603, Carroll County, Iowa","19027960300",787,372,1.99,0,0,221,179,138,376,304,108,395.477386934673
"Block Group 3, Census Tract 9602, Carroll County, Iowa","19027960200",792,402,2.55,0,0,198,112,210,457,410,39,310.588235294118
"Block Group 1, Census Tract 9605, Carroll County, Iowa","19027960500",546,304,2.58,0,0,149,88,108,297,291,35,211.627906976744
"Block Group 3, Census Tract 9606, Carroll County, Iowa","19027960600",918,485,2.1,0,0,200,264,219,439,427,102,437.142857142857
"Block Group 2, Census Tract 8, Clinton County, Iowa","19045000800",1344,676,2.76,82,0,430,299,219,507,603,145,486.95652173913
"Block Group 3, Census Tract 6, Clinton County, Iowa","19045000600",1830,988,2.31,129,254,344,448,342,813,630,183,792.207792207792
"Block Group 1, Census Tract 7, Clinton County, Iowa","19045000700",875,455,1.99,0,53,159,205,292,438,510,56,439.698492462312
"Block Group 2, Census Tract 12, Clinton County, Iowa","19045001200",1024,434,2.77,55,0,306,147,209,478,516,64,369.675090252708
"Block Group 3, Census Tract 12, Clinton County, Iowa","19045001200",1009,484,2.68,0,0,252,211,217,484,526,101,376.492537313433
"Block Group 3, Census Tract 3, Clinton County, Iowa","19045000300",801,462,3.07,80,0,225,66,141,566,220,60,260.912052117264
"Block Group 4, Census Tract 3, Clinton County, Iowa","19045000300",1461,722,2.61,0,183,344,173,177,646,511,126,559.770114942529
"Block Group 2, Census Tract 9605, Buena Vista County, Iowa","19021960500",1139,597,2.77,106,1,226,187,161,397,619,202,411.191335740072
"Block Group 3, Census Tract 9605, Buena Vista County, Iowa","19021960500",1270,668,2.62,784,118,457,127,33,703,322,55,484.732824427481
"Block Group 2, Census Tract 9602, Buena Vista County, Iowa","19021960200",906,432,2.32,76,8,226,197,206,448,388,115,390.51724137931
"Block Group 1, Census Tract 9603, Howard County, Iowa","19089960300",840,424,2.58,25,0,257,170,124,378,425,76,325.581395348837
"Block Group 3, Census Tract 9602, Howard County, Iowa","19089960200",1142,443,2.58,0,1,329,171,203,673,597,46,442.635658914729
"Block Group 1, Census Tract 9601, Howard County, Iowa","19089960100",864,474,2.46,0,12,247,175,96,418,341,124,351.219512195122
"Block Group 4, Census Tract 2.02, Polk County, Iowa","19153000202",1019,489,2.41,8,183,229,142,192,493,496,103,422.821576763485
"Block Group 2, Census Tract 19, Woodbury County, Iowa","19193001900",720,437,2.7,124,0,240,100,141,393,277,101,266.666666666667
"Block Group 3, Census Tract 19, Woodbury County, Iowa","19193001900",925,456,2.64,148,0,247,131,182,435,312,118,350.378787878788
"Block Group 1, Census Tract 33, Woodbury County, Iowa","19193003300",738,300,2.71,130,26,230,153,98,335,392,160,272.324723247232
"Block Group 2, Census Tract 3, Woodbury County, Iowa","19193000300",883,367,2.49,18,0,176,118,260,504,306,30,354.618473895582
"Block Group 4, Census Tract 3, Woodbury County, Iowa","19193000300",584,268,2.36,40,0,31,237,286,375,389,65,247.457627118644
"Block Group 2, Census Tract 7, Woodbury County, Iowa","19193000700",1447,774,2.6,307,53,355,238,300,746,628,130,556.538461538462
"Block Group 1, Census Tract 13, Woodbury County, Iowa","19193001300",1110,522,2.68,521,112,360,64,66,401,197,189,414.179104477612
"Block Group 2, Census Tract 21.01, Woodbury County, Iowa","19193002101",1062,552,2.84,77,0,386,185,281,581,432,62,373.943661971831
"Block Group 3, Census Tract 9503, Cerro Gordo County, Iowa","19033950300",1178,469,2.12,98,28,181,233,250,593,475,159,555.660377358491
"Block Group 2, Census Tract 9508, Cerro Gordo County, Iowa","19033950800",565,297,2.67,28,0,135,125,229,257,342,34,211.610486891386
"Block Group 3, Census Tract 9510, Cerro Gordo County, Iowa","19033951000",779,405,2.12,22,3,152,170,175,393,378,89,367.452830188679
"Block Group 1, Census Tract 706, Sioux County, Iowa","19167070600",1847,1020,2.16,14,0,233,382,482,1074,796,159,855.092592592592
"Block Group 2, Census Tract 310, Pottawattamie County, Iowa","19155031000",652,344,2.15,0,29,140,124,183,316,271,106,303.255813953488
"Block Group 2, Census Tract 214, Pottawattamie County, Iowa","19155021400",1383,692,2.57,8,16,283,291,507,689,947,157,538.132295719844
"Block Group 1, Census Tract 215.02, Pottawattamie County, Iowa","19155021502",1049,533,2.32,10,0,286,180,223,488,393,109,452.155172413793
"Block Group 2, Census Tract 403.02, Mills County, Iowa","19129040302",1223,642,2.26,0,0,276,290,311,585,585,249,541.150442477876
"Block Group 4, Census Tract 3703, Poweshiek County, Iowa","19157370300",951,473,1.95,0,99,175,235,207,431,401,76,487.692307692308
"Block Group 5, Census Tract 6801, Winnebago County, Iowa","19189680100",588,281,2.31,4,0,125,101,145,343,302,64,254.545454545455
"Block Group 5, Census Tract 6803, Winnebago County, Iowa","19189680300",707,386,1.95,27,32,160,154,139,300,212,53,362.564102564103
"Block Group 2, Census Tract 802, Keokuk County, Iowa","19107080200",658,335,2.57,0,0,184,81,159,361,332,64,256.031128404669
"Block Group 4, Census Tract 11, Polk County, Iowa","19153001100",1717,938,2.03,101,93,33,31,108,935,83,28,845.812807881773
"Block Group 1, Census Tract 110.01, Polk County, Iowa","19153011001",1996,962,2.38,268,435,412,231,546,1272,701,138,838.655462184874
"Block Group 2, Census Tract 30.01, Polk County, Iowa","19153003001",814,423,2.33,5,0,219,89,339,442,309,51,349.356223175966
"Block Group 4, Census Tract 21, Polk County, Iowa","19153002100",883,502,3.12,241,88,261,76,120,371,303,30,283.01282051282
"Block Group 3, Census Tract 21, Polk County, Iowa","19153002100",1090,556,3.01,99,173,230,154,103,569,309,125,362.126245847176
"Block Group 1, Census Tract 27, Polk County, Iowa","19153002700",401,205,2.05,29,55,46,38,168,264,221,56,195.609756097561
"Block Group 4, Census Tract 28, Polk County, Iowa","19153002800",988,506,2.33,63,154,257,59,447,627,383,69,424.034334763948
"Block Group 3, Census Tract 28, Polk County, Iowa","19153002800",656,276,1.95,23,35,102,51,266,422,190,68,336.410256410256
"Block Group 3, Census Tract 52, Polk County, Iowa","19153005200",1474,837,2.63,578,235,426,32,74,749,313,226,560.456273764259
"Block Group 3, Census Tract 108.02, Polk County, Iowa","19153010802",2804,1358,2.49,496,138,840,337,303,1443,984,391,1126.10441767068
"Block Group 2, Census Tract 9502, Winneshiek County, Iowa","19191950200",2998,1630,2.38,53,153,303,242,435,1930,535,92,1259.66386554622
"Block Group 3, Census Tract 9502, Winneshiek County, Iowa","19191950200",844,414,1.96,26,8,82,243,348,441,332,76,430.612244897959
"Block Group 2, Census Tract 9503, Winneshiek County, Iowa","19191950300",729,401,1.86,33,17,102,144,279,493,288,65,391.935483870968
"Block Group 4, Census Tract 802, Keokuk County, Iowa","19107080200",790,421,2.43,46,24,241,162,76,324,324,130,325.102880658436
"Block Group 1, Census Tract 804, Keokuk County, Iowa","19107080400",647,267,2.67,0,0,156,93,136,288,347,59,242.322097378277
"Block Group 1, Census Tract 3603, Franklin County, Iowa","19069360300",957,486,2.57,121,11,260,135,150,452,434,48,372.373540856031
"Block Group 1, Census Tract 4906, Page County, Iowa","19145490600",612,253,2.23,0,0,135,151,212,305,317,85,274.439461883408
"Block Group 2, Census Tract 4901, Page County, Iowa","19145490100",521,237,2.64,0,0,122,116,138,250,268,40,197.348484848485
"Block Group 4, Census Tract 4901, Page County, Iowa","19145490100",770,424,2.11,10,0,140,201,128,393,386,80,364.928909952607
"Block Group 3, Census Tract 4905, Page County, Iowa","19145490500",471,213,1.96,42,0,76,76,155,277,268,48,240.30612244898
"Block Group 1, Census Tract 204, Boone County, Iowa","19015020400",1002,507,2.3,0,0,228,178,103,505,481,141,435.652173913043
"Block Group 1, Census Tract 45, Bremer County, Iowa","19017004500",1081,479,2.54,0,0,214,163,174,596,560,97,425.590551181102
"Block Group 2, Census Tract 44, Bremer County, Iowa","19017004400",801,377,2.36,30,0,181,168,183,402,413,92,339.406779661017
"Block Group 1, Census Tract 9601, Adair County, Iowa","19001960100",1408,766,2.45,62,0,389,235,281,631,626,277,574.69387755102
"Block Group 2, Census Tract 9603, Adair County, Iowa","19001960300",631,306,2.09,0,1,94,248,176,266,265,66,301.913875598086
"Block Group 4, Census Tract 9603, Adair County, Iowa","19001960300",936,467,2.08,2,0,192,200,173,501,431,83,450
"Block Group 1, Census Tract 42, Bremer County, Iowa","19017004200",2052,1095,2.57,61,6,565,388,724,918,875,140,798.443579766537
"Block Group 1, Census Tract 47, Bremer County, Iowa","19017004700",871,515,2.35,22,4,169,207,302,497,439,82,370.63829787234
"Block Group 2, Census Tract 207, Boone County, Iowa","19015020700",565,276,2.09,17,0,104,132,103,252,250,70,270.334928229665
"Block Group 3, Census Tract 7.02, Polk County, Iowa","19153000702",707,287,1.88,16,257,140,107,242,374,285,85,376.063829787234
"Block Group 1, Census Tract 1, Woodbury County, Iowa","19193000100",1797,1094,3.11,724,0,648,136,245,935,764,80,577.813504823151
"Block Group 4, Census Tract 1, Woodbury County, Iowa","19193000100",1153,665,3.35,267,0,331,61,92,550,378,86,344.179104477612
"Block Group 4, Census Tract 5, Woodbury County, Iowa","19193000500",798,351,2.53,117,0,200,116,174,379,281,55,315.415019762846
"Block Group 1, Census Tract 6, Woodbury County, Iowa","19193000600",414,167,1.85,51,0,94,56,52,217,110,109,223.783783783784
"Block Group 3, Census Tract 6, Woodbury County, Iowa","19193000600",856,394,3.09,79,0,286,120,94,446,150,66,277.022653721683
"Block Group 2, Census Tract 10, Woodbury County, Iowa","19193001000",1008,488,2.11,142,306,216,100,124,511,197,95,477.725118483412
"Block Group 2, Census Tract 12, Woodbury County, Iowa","19193001200",1300,709,3.38,637,265,439,48,52,514,344,110,384.615384615385
"Block Group 3, Census Tract 15, Woodbury County, Iowa","19193001500",1184,605,3.4,461,73,391,84,44,444,307,99,348.235294117647
"Block Group 1, Census Tract 21.02, Woodbury County, Iowa","19193002102",758,360,2.17,0,0,73,197,349,493,539,101,349.308755760369
"Block Group 5, Census Tract 21.02, Woodbury County, Iowa","19193002102",1120,573,2.91,0,26,289,236,340,492,718,125,384.879725085911
"Block Group 1, Census Tract 9502, Cerro Gordo County, Iowa","19033950200",1815,901,2.92,328,0,619,267,317,812,627,135,621.575342465753
"Block Group 1, Census Tract 9504, Jackson County, Iowa","19097950400",967,515,2.91,0,0,288,112,256,467,506,60,332.302405498282
"Block Group 2, Census Tract 9504, Jackson County, Iowa","19097950400",605,291,2.02,14,0,139,121,125,302,220,49,299.50495049505
"Block Group 1, Census Tract 9502, Jackson County, Iowa","19097950200",591,294,2.18,18,0,65,194,152,332,449,28,271.100917431193
"Block Group 1, Census Tract 9503, Jackson County, Iowa","19097950300",817,340,2.17,0,2,159,273,152,291,392,100,376.497695852535
"Block Group 3, Census Tract 9503, Jackson County, Iowa","19097950300",874,435,2.56,4,0,180,106,205,496,471,71,341.40625
"Block Group 1, Census Tract 4804, Floyd County, Iowa","19067480400",1405,787,3.07,115,0,539,142,237,656,501,198,457.654723127036
"Block Group 2, Census Tract 4805, Floyd County, Iowa","19067480500",1283,608,2.28,85,46,237,307,454,589,669,153,562.719298245614
"Block Group 5, Census Tract 4805, Floyd County, Iowa","19067480500",704,364,1.94,45,59,116,179,194,325,330,104,362.886597938144
"Block Group 3, Census Tract 4803, Floyd County, Iowa","19067480300",860,412,2.13,9,18,190,197,237,428,419,86,403.755868544601
"Block Group 2, Census Tract 9601, Hamilton County, Iowa","19079960100",606,280,2.99,0,0,115,179,232,327,335,57,202.675585284281
"Block Group 2, Census Tract 1802, Taylor County, Iowa","19173180200",708,382,2.24,4,1,143,144,118,360,294,89,316.071428571429
"Block Group 2, Census Tract 1803, Taylor County, Iowa","19173180300",871,384,2.41,1,0,224,181,190,413,429,66,361.410788381743
"Block Group 3, Census Tract 202, Warren County, Iowa","19181020200",2353,1179,2.5,140,112,635,187,710,1320,999,248,941.2
"Block Group 3, Census Tract 203, Warren County, Iowa","19181020300",1824,792,2.87,19,0,527,226,710,1040,1009,68,635.540069686411
"Block Group 2, Census Tract 103.02, Johnson County, Iowa","19103010302",4148,2251,2.87,275,193,1485,430,1708,2056,1855,244,1445.29616724739
"Block Group 2, Census Tract 18.02, Johnson County, Iowa","19103001802",2142,1097,2.83,233,946,598,139,373,1138,626,115,756.890459363958
"Block Group 1, Census Tract 701, Emmet County, Iowa","19063070100",940,457,2.01,25,1,181,133,263,559,421,100,467.661691542289
"Block Group 2, Census Tract 3701, Poweshiek County, Iowa","19157370100",972,469,1.95,61,0,136,270,228,571,570,93,498.461538461538
"Block Group 3, Census Tract 3705, Poweshiek County, Iowa","19157370500",1390,752,2.32,43,7,333,246,273,673,612,105,599.137931034483
"Block Group 2, Census Tract 20, Woodbury County, Iowa","19193002000",748,326,2.54,0,25,215,57,275,390,220,30,294.488188976378
